time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2023-10-19 05:55:21.877 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223313596416,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32220160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 05:56:21.886 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223313539072,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32220160,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 05:57:21.904 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223312363520,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32220160,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 05:58:21.923 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223312248832,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32220160,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 05:59:21.940 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223312015360,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32220160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:00:21.958 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311892480,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33268736,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:01:21.966 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311908864,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33268736,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:02:21.982 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311863808,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33268736, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:03:21.999 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311777792,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33268736,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:04:22.050 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311695872,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34317312,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:05:22.085 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311650816,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34317312, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:06:22.103 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311638528,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34317312,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:07:22.115 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223320821760,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35365888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:08:22.126 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223321591808,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35365888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:09:22.143 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223321583616,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35365888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:26:44.228 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223321411584,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35365888,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:43:44.876 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223315660800,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35365888,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 06:59:50.682 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223318659072,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35365888,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:00:50.653 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223313727488,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36414464,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:01:50.662 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223312138240,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36414464,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:02:50.680 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223312158720,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37463040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:03:50.696 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223312154624,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37463040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:04:50.714 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223312146432,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37463040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:05:50.757 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223312039936,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37463040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:06:50.777 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311962112,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37463040, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:07:50.795 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311912960,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37463040, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:08:50.802 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311876096,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37463040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:09:50.810 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311798272,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38511616,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:10:50.812 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223311302656,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38511616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:11:50.826 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223309160448,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38511616,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:12:50.841 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223310635008,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39560192,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:13:50.866 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223310630912,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39560192,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:14:50.877 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223310630912,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39560192,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:15:50.887 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223309512704,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39560192,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:16:50.903 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223309340672,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40608768,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:17:50.920 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223307223040,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40608768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:18:50.935 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223307218944,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40608768,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:19:50.950 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223307235328,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40608768,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:20:50.968 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223264628736,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40608768,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:21:50.985 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223263219712,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40608768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:22:50.997 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223303090176,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40608768,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 07:23:51.022 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223303127040,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697688150358, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,41657344,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
