time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2023-10-19 02:59:44.256 UTC, ,589,3171445,1648,24904,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,21365,11, ,20262, , , , ,22278,223116849152,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22278, ,1697683363465, , , , ,3145728,22250, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17427456,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:00:44.271 UTC, ,589,3171445,1648,24904,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,21365,11, ,20262, , , , ,22278,223123660800,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22278, ,1697683363465, , , , ,3145728,22250, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17427456,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:01:14.995 UTC, ,589,3171221,1648,24904, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,21365,11, ,20262, , , , ,22278,223123554304,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22278, ,1697683363465, , , , ,3145728,22250, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17427456,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:01:24.318 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123464192,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684483745, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,2, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:02:24.336 UTC, ,125,3170077,1648,24000,224, ,5, ,6,2,0.33, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126462464,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684483745, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,29360128,1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , 
2023-10-19 03:03:24.357 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126327296,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684483745, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:04:24.367 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126675456,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684483745, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:04:28.447 UTC, ,125,3169853,1648,24000, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126654976,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684483745, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:04:36.121 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126667264,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684675539, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:05:36.139 UTC, ,125,3170077,1648,24000,224, ,5, ,8,2,0.25, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126306816,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684675539, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,29360128,1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1, , , , , , , , 
2023-10-19 03:06:30.310 UTC, ,125,3169853,1648,24000, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126212608,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684675539, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:06:37.948 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126224896,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684797387, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,2, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:07:07.215 UTC, ,125,3169853,1648,24000, , ,5, ,6,2,0.33, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126208512,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684797387, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,28311552,2, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , 
2023-10-19 03:07:16.098 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126192128,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684835530, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:08:16.115 UTC, ,125,3170077,1648,24000,224, ,5, ,7,2,0.29, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223125655552,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684835530, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,28311552,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , 
2023-10-19 03:09:16.134 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223124406272,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684835530, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29360128,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:10:09.670 UTC, ,125,3169853,1648,24000, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123349504,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697684835530, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29360128,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:10:18.260 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123337216,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685017697, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:11:18.280 UTC, ,125,3170077,1648,24000,224, ,5, ,8,2,0.25, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123214336,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685017697, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,28311552,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1, , , , , , , 
2023-10-19 03:12:18.295 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223125893120,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685017697, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29360128,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:13:18.307 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223126061056,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685017697, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29360128,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:13:54.336 UTC, ,125,3169853,1648,24000, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223125995520,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685017697, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29360128,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:14:04.162 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223125901312,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685243412, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:15:04.183 UTC, ,125,3170077,1648,24000,224, ,5, ,7,2,0.29, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223124774912,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685243412, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,28311552,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , 
2023-10-19 03:15:41.140 UTC, ,125,3169853,1648,24000, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223124709376,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685243412, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28311552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:15:48.534 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223124701184,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685347974, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:16:48.558 UTC, ,125,3170077,1648,24000,224, ,5, ,8,2,0.25, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123525632,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685347974, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,29360128,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1, , , , , , , , 
2023-10-19 03:17:48.560 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123456000,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685347974, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:18:48.575 UTC, ,125,3170077,1648,24000,224, ,5, ,2, , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223122411520,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685347974, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , 
2023-10-19 03:19:42.130 UTC, ,125,3169853,1648,24000, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223122268160,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685347974, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:19:50.918 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223122268160,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685590361, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,2, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:20:50.940 UTC, ,125,3170077,1648,24000,224, ,5, ,7,2,0.29, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223121915904,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685590361, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,28311552,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , 
2023-10-19 03:21:50.962 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223124496384,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685590361, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28311552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:22:50.976 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123369984,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685590361, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28311552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:23:07.585 UTC, ,125,3169853,1648,24000, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123283968,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685590361, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28311552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:23:15.100 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223123292160,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685794550, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:24:15.117 UTC, ,125,3170077,1648,24000,224, ,5, ,7,2,0.29, , , , , , , ,5,5, , , ,2,2,6, ,5,3, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223122706432,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685794550, , , , ,3145728,23448, , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,10374,8, , , , , , , , , , ,28311552,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , 
2023-10-19 03:25:15.133 UTC, ,125,3170077,1648,24000,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223122550784,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685794550, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28311552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:25:26.402 UTC, ,125,3169853,1648,24000, , ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223122534400,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685794550, , , , ,3145728,23448, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28311552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-10-19 03:25:33.789 UTC, ,125,3163637,1648,17784, , ,3,2,41,3,0.07, , , , , , , ,3,3, ,2,2,2,1,4, ,49,22, , , , , , , , , , , , , ,23448,12, ,22331, , , , ,23494,223122554880,12,12, , , , , ,3,336, , , , , , , , , , , , , , , , , , , , , , , , , ,23494, ,1697685933225, , , , ,3145728,23448, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,138907,47, , , , , , , , , , ,25165824,1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
